"Year","Sector","Type","Grouping","Species","Landings","Discards","DiscardMortality","TotalCatch","TotalMortality","Coefficients of Variation of Discard Ratios","CombinedSector","SuperCombined"
2002,"Incidental","groundfish","Minor shelf rockfish (South of 40°10' N. lat.)","Greenspotted Rockfish",0.0405252880341105,0,0,0.0405252880341105,0.0405252880341105,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor shelf rockfish (South of 40°10' N. lat.)","Greenstriped Rockfish",0.000367753787535154,0,0,0.000367753787535154,0.000367753787535154,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor shelf rockfish (South of 40°10' N. lat.)","Rosethorn Rockfish",0.00272158214642112,0,0,0.00272158214642112,0.00272158214642112,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor shelf rockfish (South of 40°10' N. lat.)","Starry Rockfish",0.0347630635943028,0,0,0.0347630635943028,0.0347630635943028,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor shelf rockfish (South of 40°10' N. lat.)","Vermilion Rockfish",0.148999047446249,0,0,0.148999047446249,0.148999047446249,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor shelf rockfish (South of 40°10' N. lat.)","Yellowtail Rockfish",0.0766578971241949,0,0,0.0766578971241949,0.0766578971241949,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor slope rockfish (North of 40°10' N. lat.)","Aurora Rockfish",2.54467930690375e-05,0,0,2.54467930690375e-05,2.54467930690375e-05,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor slope rockfish (North of 40°10' N. lat.)","Blackgill Rockfish",0.0565438628322598,0,0,0.0565438628322598,0.0565438628322598,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor slope rockfish (North of 40°10' N. lat.)","Redbanded Rockfish",0.851934183071759,0,0,0.851934183071759,0.851934183071759,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor slope rockfish (North of 40°10' N. lat.)","Rougheye/Blackspotted Rockfish",2.46730309353171,0,0,2.46730309353171,2.46730309353171,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor slope rockfish (North of 40°10' N. lat.)","Sharpchin Rockfish",0.631149460219541,0,0,0.631149460219541,0.631149460219541,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor slope rockfish (North of 40°10' N. lat.)","Shortraker Rockfish",0.672448607457135,0,0,0.672448607457135,0.672448607457135,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor slope rockfish (North of 40°10' N. lat.)","Slope Rockfish Unid",0.0136079107321056,0,0,0.0136079107321056,0.0136079107321056,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor slope rockfish (North of 40°10' N. lat.)","Splitnose Rockfish",0.973635035834165,0,0,0.973635035834165,0.973635035834165,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor slope rockfish (North of 40°10' N. lat.)","Yellowmouth Rockfish",0.00204894311893314,0,0,0.00204894311893314,0.00204894311893314,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor slope rockfish (South of 40°10' N. lat.)","Aurora Rockfish",0.0845329311439717,0,0,0.0845329311439717,0.0845329311439717,"N/A","Incidental","Commercial Non-Groundfish"
